"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"32","RT @RepDonBeyer: Donald Trump's executive order is intended to facilitate a massive loyalty purge of the federal workforce. Working with @G…",FALSE,0,NA,2020-11-24 23:59:58,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nancmevans",44,TRUE,FALSE,NA,NA
"33","@thebr0keb0i WTF?  Trump pardoned himself?",FALSE,1,"thebr0keb0i",2020-11-24 23:59:58,FALSE,"1331320454712213504","777070140","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hamidCALIFORNIA",0,FALSE,FALSE,NA,NA
"34","RT @dcherring: The Dow’s happy Trump lost.",FALSE,0,NA,2020-11-24 23:59:58,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ipersevere34",177,TRUE,FALSE,NA,NA
"35","Out of 53 Republican senators, only two have stood up to Trump's attempt to overturn the election https://t.co/0QZ1XaAxIN via @Yahoo",FALSE,0,NA,2020-11-24 23:59:58,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","68Valentine",0,FALSE,FALSE,NA,NA
"36","RT @Someone95988331: TRUMP LAST https://t.co/FeZN0t3NEw",FALSE,0,NA,2020-11-24 23:59:58,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sfosteredi",778,TRUE,FALSE,NA,NA
"37","RT @thehill: Trump makes one-minute appearance to tout Dow's 30,000 https://t.co/mVIgpO5Uzi https://t.co/UI7YR4CpyT",FALSE,0,NA,2020-11-24 23:59:58,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","News29428994",30,TRUE,FALSE,NA,NA
"38","RT @JennaEllisEsq: <U+0001F6A8><U+0001F6A8><U+0001F6A8>NEW: PENNSYLVANIA, ARIZONA, MICHIGAN LEGISLATURES TO HOLD PUBLIC HEARINGS ON 2020 ELECTION

Trump Legal Team Statemen…",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leosuarez0902",21225,TRUE,FALSE,NA,NA
"39","We should not be shocked that so many people who support trump are refusing to stay their ass home and stay safe fo… https://t.co/WECvOIQGKI",FALSE,8,NA,2020-11-24 23:59:57,TRUE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","chuerta1",0,FALSE,FALSE,NA,NA
"40","RT @ewarren: We’ve got a quarter of a million dead and cases surging. But instead of fighting the pandemic, Donald Trump fought tooth and n…",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","calsandy",4818,TRUE,FALSE,NA,NA
"41","RT @60yearvintage: Julia Gillard misogyny speech voted most unforgettable Australian TV mom... https://t.co/dwNlyELG50 via @YouTube      Tr…",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NanaJMcK",10,TRUE,FALSE,NA,NA
"42","@alex_ketteman @AOC @JohnCornyn Actually we held the House while Trump got crushed by 6 million votes and 74 Electoral votes.

Landslide",FALSE,2,"alex_ketteman",2020-11-24 23:59:57,FALSE,"1331012586104631297","1285608415629377538","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","politicsmichael",0,FALSE,FALSE,NA,NA
"43","RT @tonyschwartz: Say goodbye, joyously, to the two least qualified senior advisers to a president ever: Ivanka Trump and Jared Kushner.",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Maier12345",5753,TRUE,FALSE,NA,NA
"44","RT @kumailn: I know we're focusing on Biden winning over and over every day. But have some perspective. Please don't forget to focus on Tru…",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LoverOfBooks123",4427,TRUE,FALSE,NA,NA
"45","@Alyssa_Milano Ready to move? You didn’t do a thing except whine everyday about Trump. You treated Brett Kavanaugh… https://t.co/zkzfmlK8r9",FALSE,0,"Alyssa_Milano",2020-11-24 23:59:57,TRUE,"1331330446458638336","26642006","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kann_2121",0,FALSE,FALSE,NA,NA
"46","RT @ewarren: Republicans looked the other way while the Trump administration tried to silence voters, spread lies, and undermine the founda…",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","0hope46",6950,TRUE,FALSE,NA,NA
"47","RT @vf199777: Trump last attempt to steal the election!! https://t.co/uLtRTVtCC3",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EveylnM67",157,TRUE,FALSE,NA,NA
"48","RT @mmpadellan: There can be no return to normalcy until trump supporters accept that THEIR guy lost fair and square.

Because REALITY.",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheMartiScott",725,TRUE,FALSE,NA,NA
"49","@WinWithJMC @NickSones What sorry Marco Rubio is upset about is the puppet (Trump) will no longer be at the end of… https://t.co/RWCjrDw9GM",FALSE,0,"WinWithJMC",2020-11-24 23:59:57,TRUE,"1331386303355686917","861719988","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","outfoxed_toni",0,FALSE,FALSE,NA,NA
"50","RT @CBSNews: Trump administration wants to cut food stamps to thousands of seniors, lawmakers say https://t.co/ic2SDzjFBn",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Contented2851",254,TRUE,FALSE,NA,NA
"51","RT @ewarren: We’ve got a quarter of a million dead and cases surging. But instead of fighting the pandemic, Donald Trump fought tooth and n…",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohnVFerrigno",4818,TRUE,FALSE,NA,NA
"52","RT @BillKristol: Georgia Republicans!
Only you Georgians get a chance, on January 5, to vote AGAIN for Trump-Pence! To show true loyalty!
I…",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","helen23679695",374,TRUE,FALSE,NA,NA
"53","@WalshFreedom It's beyond humiliating. Truly.
https://t.co/ccMxJDkOGA",FALSE,0,"WalshFreedom",2020-11-24 23:59:57,FALSE,"1331038315236249603","236487888","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LongingLogos",0,FALSE,FALSE,NA,NA
"54","RT @tribelaw: Remember Trump saying the Dow would crash if Biden were elected president? Well, it broke 30,000 today for the first time eve…",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LinMDJD",2495,TRUE,FALSE,NA,NA
"55","RT @RonBrownstein: Just because Trump's gambits failed is no reason to minimize the gravity of what he attempted, or how many Republicans e…",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JohnStark",594,TRUE,FALSE,NA,NA
"56","RT @TeaPainUSA: We're goin' deep into the heart of Trump country in Georgia with our ""take no prisoners"" billboards.  Won't you help us spr…",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Juniper_Rising",348,TRUE,FALSE,NA,NA
"57","@RBReich The Trump legacy. But Texas went for Trump in the election",FALSE,0,"RBReich",2020-11-24 23:59:57,FALSE,"1331332093239062530","148529707","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FarrarStewrt",0,FALSE,FALSE,NA,NA
"58","RT @StephenKing: The stock market (Dow) hit 30,000.
The COVID-19 death count in America hit 260,000.
Guess which one Trump takes credit for?",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","conoriain",5334,TRUE,FALSE,NA,NA
"59","RT @tonyposnanski: Trump’s press conference today lasted two minutes.

The last time Trump lasted two minutes, it cost him $130,000.",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EllenAustin4",2094,TRUE,FALSE,NA,NA
"60","RT @tribelaw: Remember Trump saying the Dow would crash if Biden were elected president? Well, it broke 30,000 today for the first time eve…",FALSE,0,NA,2020-11-24 23:59:57,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CI20181",2495,TRUE,FALSE,NA,NA
"61","@BreitbartNews If You Really Care You’ll Watch ..... Thank Me Later . Go Trump <U+0001F1FA><U+0001F1F8><U+0001F5E3>
https://t.co/anS47gk56D",FALSE,0,"BreitbartNews",2020-11-24 23:59:56,FALSE,"1331385125586792448","457984599","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FBlikky",0,FALSE,FALSE,NA,NA
"62","RT @daveweigel: The anti-eggheadism here is interesting bc Biden, the first Dem nominee since Mondale who didn't have an Ivy League degree,…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ChloBella15",311,TRUE,FALSE,NA,NA
"63","RT @ewarren: We’ve got a quarter of a million dead and cases surging. But instead of fighting the pandemic, Donald Trump fought tooth and n…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StevenDziuba",4818,TRUE,FALSE,NA,NA
"64","RT @KarenSavage1955: This is a great billboard. Perdue was campaigning and all the people there could say was what he was going to do for t…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimRHolmes2",65,TRUE,FALSE,NA,NA
"65","RT @DesignationSix: Marco Rubio says Joe Biden’s ‘Ivy League’ cabinet will be ‘polite &amp; orderly caretakers of America’s decline’.

Meanwhil…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TassDm",982,TRUE,FALSE,NA,NA
"66","RT @CamryKarma: yeehaww!

#AMERICAISBACK #TurkeyPardon #WriteInTrumpForGA Randy Quaid Paul Ryan Marco The Dow Wall Street TRUMP LAST Stock…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","phyllis_gmai",330,TRUE,FALSE,NA,NA
"67","@marcorubio Little Marc - still giving head to Drumpf, wanker. Drumpf’s trade tariffs with China resulted in a 2000… https://t.co/5V5TbLza1E",FALSE,0,"marcorubio",2020-11-24 23:59:56,TRUE,"1331238258509045761","15745368","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_Norrin__Radd_",0,FALSE,FALSE,NA,NA
"68","@chrislannon @ChuckCallesto So you mean all the evidence they found?  I mean trump has access to anything he wants… https://t.co/0QVKtI8f3q",FALSE,0,"chrislannon",2020-11-24 23:59:56,TRUE,"1331380093457997828","112785988","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sheLLbeLL_xo",0,FALSE,FALSE,NA,NA
"69","@PalmerReport Somebody should probably tell MSNBC and the rest of the Intellectually Dishonest, U.S. Media, that th… https://t.co/5JVCMS3FZ1",FALSE,0,"PalmerReport",2020-11-24 23:59:56,TRUE,"1331377242459545603","15115280","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YvetteJiselle",0,FALSE,FALSE,NA,NA
"70","@RonBrownstein @NicolleDWallace We are not seeing through this clearly. What happened is that republicans tried to… https://t.co/rS4V5WSPc0",FALSE,1,"RonBrownstein",2020-11-24 23:59:56,TRUE,"1331383286476664833","731167584","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Toby1472",0,FALSE,FALSE,NA,NA
"71","@TeaPainUSA Add a line:

""When you vote Jan. 5, write in 'Donald Trump.'""",FALSE,9,"TeaPainUSA",2020-11-24 23:59:56,FALSE,"1331386696223645696","2421067430","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ViewsPlusNews",2,FALSE,FALSE,NA,NA
"72","RT @WealthWatchman: If Biden was ahead in 5 of 6 swing states on Nov. 3rd, and suddenly vote counting stopped, followed by 4 am spikes of 1…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GiguerePatricia",11804,TRUE,FALSE,NA,NA
"73","@dbongino Trump= shining a light on all these hypocrites who traffic children. Biden= going back to having there wa… https://t.co/63ws5eLBzm",FALSE,0,"dbongino",2020-11-24 23:59:56,TRUE,"1331368261351583746","232901331","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlbinoSalvator",0,FALSE,FALSE,NA,NA
"74","RT @KlasfeldReports: Judge Emmet Sullivan Will Oversee Voting Rights Act Case Accusing Trump of Anti-Black Campaign to Overturn Election ht…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BpBparker44",1066,TRUE,FALSE,NA,NA
"75","RT @WalshFreedom: The Republican Party is Donald Trump’s Party. Period.

And that ain’t changing anytime soon.",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KristinPalomi14",73,TRUE,FALSE,NA,NA
"76","RT @kylegriffin1: Following the GSA ascertainment of the election, President-elect Joe Biden's transition team is now talking to all federa…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bjweinman",256,TRUE,FALSE,NA,NA
"77","RT @bradheath: Responses to Trump's 3d Cir. appeal are coming in. This one, from Democrats Abroad, begins by citing Monty Python to describ…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mischiefrules",825,TRUE,FALSE,NA,NA
"78","RT @thebias_news: JUST IN: President Trump says he will never concede to ""fake ballots"" and ""Dominion."" 

""We are moving full speed ahead.""",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Beth67583029",1083,TRUE,FALSE,NA,NA
"79","RT @thejtlewis: The stock market is doing well because of the vaccines. We have the vaccines because of President Trump. Thus, the stock ma…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bejah007",715,TRUE,FALSE,NA,NA
"80","RT @ewarren: We’ve got a quarter of a million dead and cases surging. But instead of fighting the pandemic, Donald Trump fought tooth and n…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AMFGM",4818,TRUE,FALSE,NA,NA
"81","RT @johnlundin: Georgia voters: Republican leaders are doing it again - saying your vote doesn't count. It's up to you to organize and vote…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JeffKCombs1",22,TRUE,FALSE,NA,NA
"82","RT @PoliticusSarah: Senate Majority Leader Mike Shirkey confirmed that Trump did bring Michigan Republicans to the White House to lobby the…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KenWarnock",1490,TRUE,FALSE,NA,NA
"83","@elonmusk TRUMP 2020",FALSE,0,"elonmusk",2020-11-24 23:59:56,FALSE,"1331386982296145922","44196397","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ExWtv",0,FALSE,FALSE,NA,NA
"84","RT @jsolomonReports: Breaking: Trump team wins hearings in Arizona, Michigan and Pennsylvania legislatures on election concerns | Just The…",FALSE,0,NA,2020-11-24 23:59:56,FALSE,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Von00533635",7916,TRUE,FALSE,NA,NA
